result_id,year_season,round,circuit_name,country_race,date,constructor_name,constructor_points,constructor_rank,driver_name,driver_code,driver_points,driver_rank,grid,position,race_points,status
243,2008,12,Valencia Street Circuit,Spain,2008-08-24,Williams,17.0,7,Kazuki Nakajima,NAK,8.0,15,11,15.0,0.0,+1 Lap
244,2008,12,Valencia Street Circuit,Spain,2008-08-24,Honda,14.0,8,Rubens Barrichello,BAR,11.0,12,19,16.0,0.0,+1 Lap
245,2008,12,Valencia Street Circuit,Spain,2008-08-24,Red Bull,24.0,6,David Coulthard,COU,6.0,16,17,17.0,0.0,+1 Lap
249,2008,13,Circuit de Spa-Francorchamps,Belgium,2008-09-07,Ferrari,131.0,1,Felipe Massa,MAS,74.0,2,2,1.0,10.0,Finished
250,2008,13,Circuit de Spa-Francorchamps,Belgium,2008-09-07,BMW Sauber,107.0,3,Nick Heidfeld,HEI,49.0,5,5,2.0,8.0,Finished
251,2008,13,Circuit de Spa-Francorchamps,Belgium,2008-09-07,McLaren,119.0,2,Lewis Hamilton,HAM,76.0,1,1,3.0,6.0,Finished
252,2008,13,Circuit de Spa-Francorchamps,Belgium,2008-09-07,Renault,36.0,5,Fernando Alonso,ALO,23.0,8,6,4.0,5.0,Finished
253,2008,13,Circuit de Spa-Francorchamps,Belgium,2008-09-07,Toro Rosso,17.0,8,Sebastian Vettel,VET,13.0,12,10,5.0,4.0,Finished
254,2008,13,Circuit de Spa-Francorchamps,Belgium,2008-09-07,BMW Sauber,107.0,3,Robert Kubica,KUB,58.0,3,8,6.0,3.0,Finished
255,2008,13,Circuit de Spa-Francorchamps,Belgium,2008-09-07,Toro Rosso,17.0,8,SÃ©bastien Bourdais,BOU,4.0,17,9,7.0,2.0,Finished
256,2008,13,Circuit de Spa-Francorchamps,Belgium,2008-09-07,Red Bull,25.0,6,Mark Webber,WEB,19.0,9,7,8.0,1.0,Finished
257,2008,13,Circuit de Spa-Francorchamps,Belgium,2008-09-07,Toyota,41.0,4,Timo Glock,GLO,15.0,10,13,9.0,0.0,Finished
258,2008,13,Circuit de Spa-Francorchamps,Belgium,2008-09-07,McLaren,119.0,2,Heikki Kovalainen,KOV,43.0,6,3,10.0,0.0,Gearbox
259,2008,13,Circuit de Spa-Francorchamps,Belgium,2008-09-07,Red Bull,25.0,6,David Coulthard,COU,6.0,16,14,11.0,0.0,+1 Lap
260,2008,13,Circuit de Spa-Francorchamps,Belgium,2008-09-07,Williams,17.0,7,Nico Rosberg,ROS,9.0,14,15,12.0,0.0,+1 Lap
261,2008,13,Circuit de Spa-Francorchamps,Belgium,2008-09-07,Force India,0.0,10,Adrian Sutil,SUT,0.0,20,18,13.0,0.0,+1 Lap
262,2008,13,Circuit de Spa-Francorchamps,Belgium,2008-09-07,Williams,17.0,7,Kazuki Nakajima,NAK,8.0,15,19,14.0,0.0,+1 Lap
263,2008,13,Circuit de Spa-Francorchamps,Belgium,2008-09-07,Honda,14.0,9,Jenson Button,BUT,3.0,18,17,15.0,0.0,+1 Lap
264,2008,13,Circuit de Spa-Francorchamps,Belgium,2008-09-07,Toyota,41.0,4,Jarno Trulli,TRU,26.0,7,11,16.0,0.0,+1 Lap
265,2008,13,Circuit de Spa-Francorchamps,Belgium,2008-09-07,Force India,0.0,10,Giancarlo Fisichella,FIS,0.0,19,20,17.0,0.0,+1 Lap
266,2008,13,Circuit de Spa-Francorchamps,Belgium,2008-09-07,Ferrari,131.0,1,Kimi RÃ¤ikkÃ¶nen,RAI,57.0,4,4,18.0,0.0,Spun off
269,2008,14,Autodromo Nazionale di Monza,Italy,2008-09-14,Toro Rosso,27.0,6,Sebastian Vettel,VET,23.0,9,1,1.0,10.0,Finished
270,2008,14,Autodromo Nazionale di Monza,Italy,2008-09-14,McLaren,129.0,2,Heikki Kovalainen,KOV,51.0,6,2,2.0,8.0,Finished
271,2008,14,Autodromo Nazionale di Monza,Italy,2008-09-14,BMW Sauber,117.0,3,Robert Kubica,KUB,64.0,3,11,3.0,6.0,Finished
272,2008,14,Autodromo Nazionale di Monza,Italy,2008-09-14,Renault,41.0,5,Fernando Alonso,ALO,28.0,7,8,4.0,5.0,Finished
273,2008,14,Autodromo Nazionale di Monza,Italy,2008-09-14,BMW Sauber,117.0,3,Nick Heidfeld,HEI,53.0,5,10,5.0,4.0,Finished
274,2008,14,Autodromo Nazionale di Monza,Italy,2008-09-14,Ferrari,134.0,1,Felipe Massa,MAS,77.0,2,6,6.0,3.0,Finished
275,2008,14,Autodromo Nazionale di Monza,Italy,2008-09-14,McLaren,129.0,2,Lewis Hamilton,HAM,78.0,1,15,7.0,2.0,Finished
276,2008,14,Autodromo Nazionale di Monza,Italy,2008-09-14,Red Bull,26.0,7,Mark Webber,WEB,20.0,10,3,8.0,1.0,Finished
277,2008,14,Autodromo Nazionale di Monza,Italy,2008-09-14,Ferrari,134.0,1,Kimi RÃ¤ikkÃ¶nen,RAI,57.0,4,14,9.0,0.0,Finished
278,2008,14,Autodromo Nazionale di Monza,Italy,2008-09-14,Renault,41.0,5,Nelson Piquet Jr.,PIQ,13.0,12,17,10.0,0.0,Finished
279,2008,14,Autodromo Nazionale di Monza,Italy,2008-09-14,Toyota,41.0,4,Timo Glock,GLO,15.0,11,9,11.0,0.0,Finished
280,2008,14,Autodromo Nazionale di Monza,Italy,2008-09-14,Williams,17.0,8,Kazuki Nakajima,NAK,8.0,15,18,12.0,0.0,Finished
281,2008,14,Autodromo Nazionale di Monza,Italy,2008-09-14,Toyota,41.0,4,Jarno Trulli,TRU,26.0,8,7,13.0,0.0,Finished
282,2008,14,Autodromo Nazionale di Monza,Italy,2008-09-14,Williams,17.0,8,Nico Rosberg,ROS,9.0,14,5,14.0,0.0,Finished
283,2008,14,Autodromo Nazionale di Monza,Italy,2008-09-14,Honda,14.0,9,Jenson Button,BUT,3.0,18,19,15.0,0.0,Finished
284,2008,14,Autodromo Nazionale di Monza,Italy,2008-09-14,Red Bull,26.0,7,David Coulthard,COU,6.0,16,13,16.0,0.0,+1 Lap
285,2008,14,Autodromo Nazionale di Monza,Italy,2008-09-14,Honda,14.0,9,Rubens Barrichello,BAR,11.0,13,16,17.0,0.0,+1 Lap
286,2008,14,Autodromo Nazionale di Monza,Italy,2008-09-14,Toro Rosso,27.0,6,SÃ©bastien Bourdais,BOU,4.0,17,4,18.0,0.0,+1 Lap
287,2008,14,Autodromo Nazionale di Monza,Italy,2008-09-14,Force India,0.0,10,Adrian Sutil,SUT,0.0,20,20,19.0,0.0,+2 Laps
289,2008,15,Marina Bay Street Circuit,Singapore,2008-09-28,Renault,51.0,4,Fernando Alonso,ALO,38.0,7,15,1.0,10.0,Finished
290,2008,15,Marina Bay Street Circuit,Singapore,2008-09-28,Williams,26.0,8,Nico Rosberg,ROS,17.0,12,8,2.0,8.0,Finished
291,2008,15,Marina Bay Street Circuit,Singapore,2008-09-28,McLaren,135.0,1,Lewis Hamilton,HAM,84.0,1,2,3.0,6.0,Finished
292,2008,15,Marina Bay Street Circuit,Singapore,2008-09-28,Toyota,46.0,5,Timo Glock,GLO,20.0,10,7,4.0,5.0,Finished
293,2008,15,Marina Bay Street Circuit,Singapore,2008-09-28,Toro Rosso,31.0,6,Sebastian Vettel,VET,27.0,8,6,5.0,4.0,Finished
294,2008,15,Marina Bay Street Circuit,Singapore,2008-09-28,BMW Sauber,120.0,3,Nick Heidfeld,HEI,56.0,5,9,6.0,3.0,Finished
295,2008,15,Marina Bay Street Circuit,Singapore,2008-09-28,Red Bull,28.0,7,David Coulthard,COU,8.0,16,14,7.0,2.0,Finished
296,2008,15,Marina Bay Street Circuit,Singapore,2008-09-28,Williams,26.0,8,Kazuki Nakajima,NAK,9.0,15,10,8.0,1.0,Finished
297,2008,15,Marina Bay Street Circuit,Singapore,2008-09-28,Honda,14.0,9,Jenson Button,BUT,3.0,18,12,9.0,0.0,Finished
298,2008,15,Marina Bay Street Circuit,Singapore,2008-09-28,McLaren,135.0,1,Heikki Kovalainen,KOV,51.0,6,5,10.0,0.0,Finished
299,2008,15,Marina Bay Street Circuit,Singapore,2008-09-28,BMW Sauber,120.0,3,Robert Kubica,KUB,64.0,3,4,11.0,0.0,Finished
300,2008,15,Marina Bay Street Circuit,Singapore,2008-09-28,Toro Rosso,31.0,6,SÃ©bastien Bourdais,BOU,4.0,17,17,12.0,0.0,Finished
301,2008,15,Marina Bay Street Circuit,Singapore,2008-09-28,Ferrari,134.0,2,Felipe Massa,MAS,77.0,2,1,13.0,0.0,Finished
302,2008,15,Marina Bay Street Circuit,Singapore,2008-09-28,Force India,0.0,10,Giancarlo Fisichella,FIS,0.0,19,20,14.0,0.0,Finished
303,2008,15,Marina Bay Street Circuit,Singapore,2008-09-28,Ferrari,134.0,2,Kimi RÃ¤ikkÃ¶nen,RAI,57.0,4,3,15.0,0.0,Accident
309,2008,16,Fuji Speedway,Japan,2008-10-12,Renault,66.0,4,Fernando Alonso,ALO,48.0,7,4,1.0,10.0,Finished
310,2008,16,Fuji Speedway,Japan,2008-10-12,BMW Sauber,128.0,3,Robert Kubica,KUB,72.0,3,6,2.0,8.0,Finished
311,2008,16,Fuji Speedway,Japan,2008-10-12,Ferrari,142.0,1,Kimi RÃ¤ikkÃ¶nen,RAI,63.0,4,2,3.0,6.0,Finished
312,2008,16,Fuji Speedway,Japan,2008-10-12,Renault,66.0,4,Nelson Piquet Jr.,PIQ,18.0,12,12,4.0,5.0,Finished
313,2008,16,Fuji Speedway,Japan,2008-10-12,Toyota,50.0,5,Jarno Trulli,TRU,30.0,9,7,5.0,4.0,Finished
314,2008,16,Fuji Speedway,Japan,2008-10-12,Toro Rosso,34.0,6,Sebastian Vettel,VET,30.0,8,9,6.0,3.0,Finished
315,2008,16,Fuji Speedway,Japan,2008-10-12,Ferrari,142.0,1,Felipe Massa,MAS,79.0,2,5,7.0,2.0,Finished
316,2008,16,Fuji Speedway,Japan,2008-10-12,Red Bull,29.0,7,Mark Webber,WEB,21.0,10,13,8.0,1.0,Finished
317,2008,16,Fuji Speedway,Japan,2008-10-12,BMW Sauber,128.0,3,Nick Heidfeld,HEI,56.0,5,16,9.0,0.0,Finished
318,2008,16,Fuji Speedway,Japan,2008-10-12,Toro Rosso,34.0,6,SÃ©bastien Bourdais,BOU,4.0,17,10,10.0,0.0,Finished
319,2008,16,Fuji Speedway,Japan,2008-10-12,Williams,26.0,8,Nico Rosberg,ROS,17.0,13,15,11.0,0.0,Finished
320,2008,16,Fuji Speedway,Japan,2008-10-12,McLaren,135.0,2,Lewis Hamilton,HAM,84.0,1,1,12.0,0.0,Finished
321,2008,16,Fuji Speedway,Japan,2008-10-12,Honda,14.0,9,Rubens Barrichello,BAR,11.0,14,17,13.0,0.0,+1 Lap
322,2008,16,Fuji Speedway,Japan,2008-10-12,Honda,14.0,9,Jenson Button,BUT,3.0,18,18,14.0,0.0,+1 Lap
323,2008,16,Fuji Speedway,Japan,2008-10-12,Williams,26.0,8,Kazuki Nakajima,NAK,9.0,15,14,15.0,0.0,+1 Lap
329,2008,17,Shanghai International Circuit,China,2008-10-19,McLaren,145.0,2,Lewis Hamilton,HAM,94.0,1,1,1.0,10.0,Finished
330,2008,17,Shanghai International Circuit,China,2008-10-19,Ferrari,156.0,1,Felipe Massa,MAS,87.0,2,3,2.0,8.0,Finished
331,2008,17,Shanghai International Circuit,China,2008-10-19,Ferrari,156.0,1,Kimi RÃ¤ikkÃ¶nen,RAI,69.0,4,2,3.0,6.0,Finished
332,2008,17,Shanghai International Circuit,China,2008-10-19,Renault,72.0,4,Fernando Alonso,ALO,53.0,6,4,4.0,5.0,Finished
333,2008,17,Shanghai International Circuit,China,2008-10-19,BMW Sauber,135.0,3,Nick Heidfeld,HEI,60.0,5,9,5.0,4.0,Finished
334,2008,17,Shanghai International Circuit,China,2008-10-19,BMW Sauber,135.0,3,Robert Kubica,KUB,75.0,3,11,6.0,3.0,Finished
335,2008,17,Shanghai International Circuit,China,2008-10-19,Toyota,52.0,5,Timo Glock,GLO,22.0,10,12,7.0,2.0,Finished
336,2008,17,Shanghai International Circuit,China,2008-10-19,Renault,72.0,4,Nelson Piquet Jr.,PIQ,19.0,12,10,8.0,1.0,Finished
337,2008,17,Shanghai International Circuit,China,2008-10-19,Toro Rosso,34.0,6,Sebastian Vettel,VET,30.0,8,6,9.0,0.0,Finished
338,2008,17,Shanghai International Circuit,China,2008-10-19,Red Bull,29.0,7,David Coulthard,COU,8.0,16,15,10.0,0.0,Finished
339,2008,17,Shanghai International Circuit,China,2008-10-19,Honda,14.0,9,Rubens Barrichello,BAR,11.0,14,13,11.0,0.0,Finished
340,2008,17,Shanghai International Circuit,China,2008-10-19,Williams,26.0,8,Kazuki Nakajima,NAK,9.0,15,17,12.0,0.0,Finished
341,2008,17,Shanghai International Circuit,China,2008-10-19,Toro Rosso,34.0,6,SÃ©bastien Bourdais,BOU,4.0,17,8,13.0,0.0,Finished
342,2008,17,Shanghai International Circuit,China,2008-10-19,Red Bull,29.0,7,Mark Webber,WEB,21.0,11,16,14.0,0.0,Finished
343,2008,17,Shanghai International Circuit,China,2008-10-19,Williams,26.0,8,Nico Rosberg,ROS,17.0,13,14,15.0,0.0,+1 Lap
344,2008,17,Shanghai International Circuit,China,2008-10-19,Honda,14.0,9,Jenson Button,BUT,3.0,18,18,16.0,0.0,+1 Lap
345,2008,17,Shanghai International Circuit,China,2008-10-19,Force India,0.0,10,Giancarlo Fisichella,FIS,0.0,19,20,17.0,0.0,+1 Lap
349,2008,18,AutÃ³dromo JosÃ© Carlos Pace,Brazil,2008-11-02,Ferrari,172.0,1,Felipe Massa,MAS,97.0,2,1,1.0,10.0,Finished
350,2008,18,AutÃ³dromo JosÃ© Carlos Pace,Brazil,2008-11-02,Renault,80.0,4,Fernando Alonso,ALO,61.0,5,6,2.0,8.0,Finished
351,2008,18,AutÃ³dromo JosÃ© Carlos Pace,Brazil,2008-11-02,Ferrari,172.0,1,Kimi RÃ¤ikkÃ¶nen,RAI,75.0,3,3,3.0,6.0,Finished
352,2008,18,AutÃ³dromo JosÃ© Carlos Pace,Brazil,2008-11-02,Toro Rosso,39.0,6,Sebastian Vettel,VET,35.0,8,7,4.0,5.0,Finished
353,2008,18,AutÃ³dromo JosÃ© Carlos Pace,Brazil,2008-11-02,McLaren,151.0,2,Lewis Hamilton,HAM,98.0,1,4,5.0,4.0,Finished
354,2008,18,AutÃ³dromo JosÃ© Carlos Pace,Brazil,2008-11-02,Toyota,56.0,5,Timo Glock,GLO,25.0,10,10,6.0,3.0,Finished
355,2008,18,AutÃ³dromo JosÃ© Carlos Pace,Brazil,2008-11-02,McLaren,151.0,2,Heikki Kovalainen,KOV,53.0,7,5,7.0,2.0,Finished
356,2008,18,AutÃ³dromo JosÃ© Carlos Pace,Brazil,2008-11-02,Toyota,56.0,5,Jarno Trulli,TRU,31.0,9,2,8.0,1.0,Finished
357,2008,18,AutÃ³dromo JosÃ© Carlos Pace,Brazil,2008-11-02,Red Bull,29.0,7,Mark Webber,WEB,21.0,11,12,9.0,0.0,Finished
358,2008,18,AutÃ³dromo JosÃ© Carlos Pace,Brazil,2008-11-02,BMW Sauber,135.0,3,Nick Heidfeld,HEI,60.0,6,8,10.0,0.0,+1 Lap
359,2008,18,AutÃ³dromo JosÃ© Carlos Pace,Brazil,2008-11-02,BMW Sauber,135.0,3,Robert Kubica,KUB,75.0,4,13,11.0,0.0,+1 Lap
360,2008,18,AutÃ³dromo JosÃ© Carlos Pace,Brazil,2008-11-02,Williams,26.0,8,Nico Rosberg,ROS,17.0,13,18,12.0,0.0,+1 Lap
361,2008,18,AutÃ³dromo JosÃ© Carlos Pace,Brazil,2008-11-02,Honda,14.0,9,Jenson Button,BUT,3.0,18,17,13.0,0.0,+1 Lap
362,2008,18,AutÃ³dromo JosÃ© Carlos Pace,Brazil,2008-11-02,Toro Rosso,39.0,6,SÃ©bastien Bourdais,BOU,4.0,17,9,14.0,0.0,+1 Lap
363,2008,18,AutÃ³dromo JosÃ© Carlos Pace,Brazil,2008-11-02,Honda,14.0,9,Rubens Barrichello,BAR,11.0,14,15,15.0,0.0,+1 Lap
364,2008,18,AutÃ³dromo JosÃ© Carlos Pace,Brazil,2008-11-02,Force India,0.0,10,Adrian Sutil,SUT,0.0,20,20,16.0,0.0,+2 Laps
365,2008,18,AutÃ³dromo JosÃ© Carlos Pace,Brazil,2008-11-02,Williams,26.0,8,Kazuki Nakajima,NAK,9.0,15,16,17.0,0.0,+2 Laps
366,2008,18,AutÃ³dromo JosÃ© Carlos Pace,Brazil,2008-11-02,Force India,0.0,10,Giancarlo Fisichella,FIS,0.0,19,19,18.0,0.0,+2 Laps
369,2007,1,Albert Park Grand Prix Circuit,Australia,2007-03-18,Ferrari,13.0,1,Kimi RÃ¤ikkÃ¶nen,RAI,10.0,1,1,1.0,10.0,Finished
370,2007,1,Albert Park Grand Prix Circuit,Australia,2007-03-18,McLaren,14.0,11,Fernando Alonso,ALO,8.0,2,2,2.0,8.0,Finished
371,2007,1,Albert Park Grand Prix Circuit,Australia,2007-03-18,McLaren,14.0,11,Lewis Hamilton,HAM,6.0,3,4,3.0,6.0,Finished
372,2007,1,Albert Park Grand Prix Circuit,Australia,2007-03-18,BMW Sauber,5.0,2,Nick Heidfeld,HEI,5.0,4,3,4.0,5.0,Finished
373,2007,1,Albert Park Grand Prix Circuit,Australia,2007-03-18,Renault,4.0,3,Giancarlo Fisichella,FIS,4.0,5,6,5.0,4.0,Finished
374,2007,1,Albert Park Grand Prix Circuit,Australia,2007-03-18,Ferrari,13.0,1,Felipe Massa,MAS,3.0,6,22,6.0,3.0,Finished
375,2007,1,Albert Park Grand Prix Circuit,Australia,2007-03-18,Williams,2.0,4,Nico Rosberg,ROS,2.0,7,12,7.0,2.0,+1 Lap
376,2007,1,Albert Park Grand Prix Circuit,Australia,2007-03-18,Toyota,1.0,5,Ralf Schumacher,SCH,1.0,8,9,8.0,1.0,+1 Lap
377,2007,1,Albert Park Grand Prix Circuit,Australia,2007-03-18,Toyota,1.0,5,Jarno Trulli,TRU,0.0,9,8,9.0,0.0,+1 Lap
378,2007,1,Albert Park Grand Prix Circuit,Australia,2007-03-18,Renault,4.0,3,Heikki Kovalainen,KOV,0.0,10,13,10.0,0.0,+1 Lap
379,2007,1,Albert Park Grand Prix Circuit,Australia,2007-03-18,Honda,0.0,6,Rubens Barrichello,BAR,0.0,11,16,11.0,0.0,+1 Lap
380,2007,1,Albert Park Grand Prix Circuit,Australia,2007-03-18,Super Aguri,0.0,7,Takuma Sato,SAT,0.0,12,10,12.0,0.0,+1 Lap
381,2007,1,Albert Park Grand Prix Circuit,Australia,2007-03-18,Red Bull,0.0,8,Mark Webber,WEB,0.0,13,7,13.0,0.0,+1 Lap
382,2007,1,Albert Park Grand Prix Circuit,Australia,2007-03-18,Toro Rosso,0.0,9,Vitantonio Liuzzi,LIU,0.0,14,19,14.0,0.0,+1 Lap
383,2007,1,Albert Park Grand Prix Circuit,Australia,2007-03-18,Honda,0.0,6,Jenson Button,BUT,0.0,15,14,15.0,0.0,+1 Lap
384,2007,1,Albert Park Grand Prix Circuit,Australia,2007-03-18,Super Aguri,0.0,7,Anthony Davidson,DAV,0.0,16,11,16.0,0.0,+2 Laps
385,2007,1,Albert Park Grand Prix Circuit,Australia,2007-03-18,Spyker,0.0,10,Adrian Sutil,SUT,0.0,17,20,17.0,0.0,+2 Laps
391,2007,2,Sepang International Circuit,Malaysia,2007-04-08,McLaren,32.0,11,Fernando Alonso,ALO,18.0,1,2,1.0,10.0,Finished
392,2007,2,Sepang International Circuit,Malaysia,2007-04-08,McLaren,32.0,11,Lewis Hamilton,HAM,14.0,3,4,2.0,8.0,Finished
393,2007,2,Sepang International Circuit,Malaysia,2007-04-08,Ferrari,23.0,1,Kimi RÃ¤ikkÃ¶nen,RAI,16.0,2,3,3.0,6.0,Finished
394,2007,2,Sepang International Circuit,Malaysia,2007-04-08,BMW Sauber,10.0,2,Nick Heidfeld,HEI,10.0,4,5,4.0,5.0,Finished
395,2007,2,Sepang International Circuit,Malaysia,2007-04-08,Ferrari,23.0,1,Felipe Massa,MAS,7.0,6,1,5.0,4.0,Finished
396,2007,2,Sepang International Circuit,Malaysia,2007-04-08,Renault,8.0,3,Giancarlo Fisichella,FIS,7.0,5,12,6.0,3.0,Finished
397,2007,2,Sepang International Circuit,Malaysia,2007-04-08,Toyota,3.0,4,Jarno Trulli,TRU,2.0,7,8,7.0,2.0,Finished
398,2007,2,Sepang International Circuit,Malaysia,2007-04-08,Renault,8.0,3,Heikki Kovalainen,KOV,1.0,9,11,8.0,1.0,Finished
399,2007,2,Sepang International Circuit,Malaysia,2007-04-08,Williams,2.0,5,Alexander Wurz,WUR,0.0,11,19,9.0,0.0,Finished
400,2007,2,Sepang International Circuit,Malaysia,2007-04-08,Red Bull,0.0,6,Mark Webber,WEB,0.0,12,10,10.0,0.0,Finished
401,2007,2,Sepang International Circuit,Malaysia,2007-04-08,Honda,0.0,7,Rubens Barrichello,BAR,0.0,13,22,11.0,0.0,+1 Lap
402,2007,2,Sepang International Circuit,Malaysia,2007-04-08,Honda,0.0,7,Jenson Button,BUT,0.0,15,15,12.0,0.0,+1 Lap
403,2007,2,Sepang International Circuit,Malaysia,2007-04-08,Super Aguri,0.0,8,Takuma Sato,SAT,0.0,14,14,13.0,0.0,+1 Lap
404,2007,2,Sepang International Circuit,Malaysia,2007-04-08,Toro Rosso,0.0,9,Scott Speed,SPE,0.0,17,17,14.0,0.0,+1 Lap
405,2007,2,Sepang International Circuit,Malaysia,2007-04-08,Toyota,3.0,4,Ralf Schumacher,SCH,1.0,10,9,15.0,0.0,+1 Lap
406,2007,2,Sepang International Circuit,Malaysia,2007-04-08,Super Aguri,0.0,8,Anthony Davidson,DAV,0.0,18,18,16.0,0.0,+1 Lap
407,2007,2,Sepang International Circuit,Malaysia,2007-04-08,Toro Rosso,0.0,9,Vitantonio Liuzzi,LIU,0.0,16,16,17.0,0.0,+1 Lap
408,2007,2,Sepang International Circuit,Malaysia,2007-04-08,BMW Sauber,10.0,2,Robert Kubica,KUB,0.0,20,7,18.0,0.0,+1 Lap
413,2007,3,Bahrain International Circuit,Bahrain,2007-04-15,Ferrari,39.0,1,Felipe Massa,MAS,17.0,4,1,1.0,10.0,Finished
414,2007,3,Bahrain International Circuit,Bahrain,2007-04-15,McLaren,44.0,11,Lewis Hamilton,HAM,22.0,3,2,2.0,8.0,Finished
415,2007,3,Bahrain International Circuit,Bahrain,2007-04-15,Ferrari,39.0,1,Kimi RÃ¤ikkÃ¶nen,RAI,22.0,2,3,3.0,6.0,Finished
416,2007,3,Bahrain International Circuit,Bahrain,2007-04-15,BMW Sauber,18.0,2,Nick Heidfeld,HEI,15.0,5,5,4.0,5.0,Finished
417,2007,3,Bahrain International Circuit,Bahrain,2007-04-15,McLaren,44.0,11,Fernando Alonso,ALO,22.0,1,4,5.0,4.0,Finished
418,2007,3,Bahrain International Circuit,Bahrain,2007-04-15,BMW Sauber,18.0,2,Robert Kubica,KUB,3.0,8,6,6.0,3.0,Finished
419,2007,3,Bahrain International Circuit,Bahrain,2007-04-15,Toyota,5.0,4,Jarno Trulli,TRU,4.0,7,9,7.0,2.0,Finished
420,2007,3,Bahrain International Circuit,Bahrain,2007-04-15,Renault,9.0,3,Giancarlo Fisichella,FIS,8.0,6,7,8.0,1.0,Finished
421,2007,3,Bahrain International Circuit,Bahrain,2007-04-15,Renault,9.0,3,Heikki Kovalainen,KOV,1.0,10,12,9.0,0.0,Finished
422,2007,3,Bahrain International Circuit,Bahrain,2007-04-15,Williams,2.0,5,Nico Rosberg,ROS,2.0,9,10,10.0,0.0,Finished
423,2007,3,Bahrain International Circuit,Bahrain,2007-04-15,Williams,2.0,5,Alexander Wurz,WUR,0.0,12,11,11.0,0.0,+1 Lap
424,2007,3,Bahrain International Circuit,Bahrain,2007-04-15,Toyota,5.0,4,Ralf Schumacher,SCH,1.0,11,14,12.0,0.0,+1 Lap
425,2007,3,Bahrain International Circuit,Bahrain,2007-04-15,Honda,0.0,7,Rubens Barrichello,BAR,0.0,14,15,13.0,0.0,+1 Lap
426,2007,3,Bahrain International Circuit,Bahrain,2007-04-15,Spyker,0.0,10,Christijan Albers,ALB,0.0,18,22,14.0,0.0,+2 Laps
427,2007,3,Bahrain International Circuit,Bahrain,2007-04-15,Spyker,0.0,10,Adrian Sutil,SUT,0.0,20,20,15.0,0.0,+4 Laps
428,2007,3,Bahrain International Circuit,Bahrain,2007-04-15,Super Aguri,0.0,8,Anthony Davidson,DAV,0.0,21,13,16.0,0.0,Engine
435,2007,4,Circuit de Barcelona-Catalunya,Spain,2007-05-13,Ferrari,49.0,1,Felipe Massa,MAS,27.0,3,1,1.0,10.0,Finished
436,2007,4,Circuit de Barcelona-Catalunya,Spain,2007-05-13,McLaren,58.0,11,Lewis Hamilton,HAM,30.0,1,4,2.0,8.0,Finished
437,2007,4,Circuit de Barcelona-Catalunya,Spain,2007-05-13,McLaren,58.0,11,Fernando Alonso,ALO,28.0,2,2,3.0,6.0,Finished
438,2007,4,Circuit de Barcelona-Catalunya,Spain,2007-05-13,BMW Sauber,23.0,2,Robert Kubica,KUB,8.0,6,5,4.0,5.0,Finished
439,2007,4,Circuit de Barcelona-Catalunya,Spain,2007-05-13,Red Bull,4.0,6,David Coulthard,COU,4.0,9,9,5.0,4.0,Finished
440,2007,4,Circuit de Barcelona-Catalunya,Spain,2007-05-13,Williams,5.0,4,Nico Rosberg,ROS,5.0,8,11,6.0,3.0,Finished
441,2007,4,Circuit de Barcelona-Catalunya,Spain,2007-05-13,Renault,11.0,3,Heikki Kovalainen,KOV,3.0,11,8,7.0,2.0,Finished
442,2007,4,Circuit de Barcelona-Catalunya,Spain,2007-05-13,Super Aguri,1.0,7,Takuma Sato,SAT,1.0,12,13,8.0,1.0,+1 Lap
443,2007,4,Circuit de Barcelona-Catalunya,Spain,2007-05-13,Renault,11.0,3,Giancarlo Fisichella,FIS,8.0,7,10,9.0,0.0,+1 Lap
444,2007,4,Circuit de Barcelona-Catalunya,Spain,2007-05-13,Honda,0.0,8,Rubens Barrichello,BAR,0.0,15,12,10.0,0.0,+1 Lap
445,2007,4,Circuit de Barcelona-Catalunya,Spain,2007-05-13,Super Aguri,1.0,7,Anthony Davidson,DAV,0.0,17,15,11.0,0.0,+1 Lap
446,2007,4,Circuit de Barcelona-Catalunya,Spain,2007-05-13,Honda,0.0,8,Jenson Button,BUT,0.0,18,14,12.0,0.0,+1 Lap
447,2007,4,Circuit de Barcelona-Catalunya,Spain,2007-05-13,Spyker,0.0,9,Adrian Sutil,SUT,0.0,19,20,13.0,0.0,+2 Laps
448,2007,4,Circuit de Barcelona-Catalunya,Spain,2007-05-13,Spyker,0.0,9,Christijan Albers,ALB,0.0,20,21,14.0,0.0,+2 Laps
457,2007,5,Circuit de Monaco,Monaco,2007-05-27,McLaren,76.0,11,Fernando Alonso,ALO,38.0,1,1,1.0,10.0,Finished
458,2007,5,Circuit de Monaco,Monaco,2007-05-27,McLaren,76.0,11,Lewis Hamilton,HAM,38.0,2,2,2.0,8.0,Finished
459,2007,5,Circuit de Monaco,Monaco,2007-05-27,Ferrari,56.0,1,Felipe Massa,MAS,33.0,3,3,3.0,6.0,Finished
460,2007,5,Circuit de Monaco,Monaco,2007-05-27,Renault,16.0,3,Giancarlo Fisichella,FIS,13.0,6,4,4.0,5.0,+1 Lap
461,2007,5,Circuit de Monaco,Monaco,2007-05-27,BMW Sauber,30.0,2,Robert Kubica,KUB,12.0,7,8,5.0,4.0,+1 Lap
462,2007,5,Circuit de Monaco,Monaco,2007-05-27,BMW Sauber,30.0,2,Nick Heidfeld,HEI,18.0,5,7,6.0,3.0,+1 Lap
